visitorid,itemid,transactionid
452811,441852,12985
452965,33997,2896
453067,325772,5994
453067,465421,5994
453287,437804,7572
453323,225279,5334
453338,388755,17373
453409,378519,11451
453926,232744,13861
453995,465211,9257
454102,119538,13396
454102,462872,5619
454180,181576,6201
454363,49117,11152
454380,280029,14777
454636,187991,14135
454654,103412,15718
454654,131609,15718
454654,214617,15718
454654,242920,15718
454654,459605,15718
454654,7145,15718
454690,315543,9054
454731,238766,5405
454808,190745,8826
454812,247909,7596
454907,448453,1270
455050,352115,624
455136,343468,16825
455241,367102,1365
455429,104342,17388
455557,150547,6250
455557,213695,14377
455557,315140,12034
455557,315140,9256
455557,315140,9256
455557,330175,12034
455557,330175,9256
455557,330175,9256
455562,187374,14723
455580,294287,5790
455628,443030,8360
455863,222333,7116
456000,195270,12948
456079,179290,16673
456252,346593,1392
456502,451362,15679
456617,160904,9163
456617,25,9163
456617,426398,9163
456741,368403,4589
456741,7804,4589
456829,155765,3622
457028,237602,183
457028,431216,183
457097,42002,13500
457246,253072,5883
457524,391049,4731
457547,162411,4226
457547,167800,4226
457547,23040,4019
457547,23040,4019
457547,248908,4019
457547,248908,4019
457547,41511,4019
457547,41511,4019
457547,57389,4019
457547,57389,4019
457547,57389,4226
457831,364648,5685
457978,183511,9688
457978,221900,9688
457978,239080,9688
457978,298056,9688
457978,76426,9688
458059,345529,13646
458069,178935,5222
458095,48030,7764
458108,447704,2848
458267,198903,12074
458337,230834,17507
458337,331725,17507
458400,108828,16571
458738,203915,14150
458788,35202,4420
458788,35202,5363
458788,35202,6369
458856,179290,10679
458889,242456,8475
458981,134191,2364
458981,247748,2364
459290,108559,9126
459290,352685,9126
459332,241826,8516
459752,238970,1695
459834,282385,10902
459986,274435,1328
460170,241940,2879
460227,355652,3766
460240,26598,347
460240,398413,347
460412,197852,12483
460425,330786,17304
460599,360200,6422
460599,409080,6422
460601,124919,7216
460601,437382,7216
460601,64852,7216
460601,70370,7216
460668,168367,3101
460720,46938,9390
460900,450726,5751
460926,93873,2548
461088,419415,13279
461094,99042,11915
461414,243606,16014
461468,97661,1217
461700,365617,9926
461703,256164,440
461703,76121,440
461960,273661,16476
461960,386446,8116
462027,315911,1735
462756,442721,6161
463060,458046,10726
463111,151703,16768
463202,190076,6505
463223,120990,13377
463223,179013,13377
463354,461614,5479
463366,462206,14310
463408,457045,1229
463466,383166,11747
463688,464566,3941
463740,394536,7928
463917,338411,16145
464138,428257,16951
464250,436360,10221
464410,113712,7691
464410,171878,7691
464410,218794,9831
464410,267491,7691
464410,267491,9831
464410,32581,7691
464410,32581,9831
464410,442300,7691
464410,461686,7691
464410,461686,9831
464435,259147,3011
464435,259147,3011
464435,259147,3011
465427,378933,7230
465431,286517,9333
465431,409426,9333
465507,26644,14591
465669,100114,8426
465862,180349,17663
465862,334401,17663
465949,444163,5622
465974,241853,2195
465999,379520,879
466004,222888,1053
466227,436748,16026
466290,186935,5837
466364,461686,8608
466583,7943,15395
466691,108924,942
466691,461686,942
466805,256270,14129
466834,150215,5457
466869,275485,12796
466944,152600,854
467086,121295,16966
467433,389814,17089
467595,332175,12191
467775,176363,13515
467899,372941,17612
467899,372941,4911
467899,416769,17612
467899,416769,4911
468035,398489,9184
468096,364453,8494
468154,111572,14820
468301,418693,12257
468318,350398,12272
468318,350398,5940
468466,165337,9297
468466,207115,252
468466,339975,252
468466,369773,252
468466,434814,11209
468466,438150,252
468466,71337,11209
468466,77117,252
468499,355312,2508
468595,112417,3547
468853,380493,10107
468986,315545,4017
469022,110720,1540
469022,132729,1540
469022,150376,1540
469022,181365,1540
469022,195958,1540
469022,213834,1540
469022,218746,1540
469022,307997,1540
469022,324079,1540
469022,377981,1540
469022,385836,1540
469022,453286,1540
469022,93873,1540
469048,174628,13853
469048,459201,15325
469105,309778,1839
469410,214190,12821
469410,61632,12821
469410,77155,12821
469559,146809,10443
469785,203217,492
469791,127483,5028
470165,46156,15166
470176,461686,13120
470316,247698,13845
470377,316181,8863
470444,38932,9965
470487,361982,7208
470579,91888,17583
470745,81751,13235
470859,51354,4192
470891,388994,8345
470959,140037,14041
470959,265810,14041
470959,54711,14041
471176,291877,1364
471210,222888,5309
471338,453192,10542
471437,104423,5349
471485,315545,2675
471670,26228,14923
471929,395715,4172
471929,47863,4172
471950,205128,13824
472290,151636,12151
472290,167827,12151
472290,297931,12151
472290,387504,12151
472290,390167,12151
472487,105864,13424
472487,172894,13424
472614,49544,1848
473021,28593,4826
473074,265033,2346
473078,149442,17255
473357,106741,1453
473366,379520,16959
474257,261589,16980
474313,262826,9315
474497,20098,4783
474650,92361,6217
474912,247326,16790
474956,383636,12593
474972,440677,1477
475172,13925,7981
475172,195083,17631
475172,232780,6809
475172,235352,13050
475172,301843,15778
475172,302310,11300
475172,352541,5091
475172,364186,13050
475172,372389,5091
475172,390582,5091
475172,399697,5091
475172,406864,1536
475172,463002,6809
475204,274345,12674
475204,431417,12674
475268,298740,12882
475303,339703,3362
475447,332224,6660
475479,145503,3036
475479,149767,2997
475479,17478,17350
475479,196398,13502
475479,199026,9280
475479,239774,1013
475479,285696,9280
475479,308967,1013
475479,397954,1013
475479,437122,3522
475479,444931,3036
475479,461091,7721
475479,56782,1013
475479,65091,9427
475717,382483,3324
475994,210822,13280
476125,409824,1253
476132,157725,15086
476165,210087,13890
476207,27216,9329
476273,435696,10104
476523,286939,8913
476523,333792,8913
476523,371390,8913
476773,73535,12583
476780,154925,16402
476870,387377,2779
477155,234255,7689
477390,265966,9730
477505,276883,15955
477566,16790,12810
477566,431276,12810
477743,182533,11295
477826,110018,807
477826,120658,12326
477826,139287,4993
477826,152443,16656
477826,165080,17391
477826,172293,1065
477826,206919,14932
477826,214519,6379
477826,223003,2971
477826,230842,9609
477826,236533,7828
477826,248455,16154
477826,255614,5609
477826,271351,3690
477826,333099,558
477826,345279,7050
477826,360922,16946
477826,370434,6512
477826,389838,5485
477826,391484,16154
477826,415301,2922
477826,427703,16217
477826,45330,12326
477826,49257,8613
477826,69533,7704
477826,69783,8224
477826,73811,13089
477941,233695,3900
478054,111572,12700
478054,128682,12700
478054,202920,12700
478054,234198,12700
478054,33487,12700
478054,356457,12700
478054,362340,12700
478054,390799,12700
478054,392526,12700
478054,395845,12700
478054,438756,12700
478054,57788,12700
478054,57788,12700
478054,62327,12700
478518,120336,16479
478518,12217,16479
478763,234255,16062
478902,174489,11373
478995,320901,2998
479005,10934,10230
479127,132683,13982
479324,21886,1552
479343,369447,10610
479891,305656,4434
480000,156468,11595
480011,98065,2107
480064,182986,5943
480198,323896,17645
480203,327712,14292
480203,33087,14292
480399,219181,13996
480440,391020,13532
480552,255902,1051
480593,107195,6580
480624,151125,11169
480628,361976,15638
480666,260611,4595
480722,315545,7747
480744,324759,2838
480744,429962,2838
480744,49466,2838
480933,369619,1113
480933,87336,1113
481102,63603,12728
481437,10572,1661
481437,216152,1661
481437,276864,1661
481437,357529,1661
481437,437607,1661
481437,447067,1661
481437,461686,1661
481481,96394,4650
481630,159780,11968
481830,126785,3894
481873,292559,14662
481915,5969,17261
481982,225249,1363
481982,225249,14030
482240,385254,11120
482401,244494,15241
482439,463280,6727
482558,412898,48
482614,231482,9784
482752,138454,7055
482752,199975,17221
483048,342206,5399
483098,76941,14012
483168,215824,11285
483194,166306,3423
483303,223203,2008
483316,389682,2864
483336,40630,6808
483336,461686,6808
483363,107929,6681
483363,185318,6681
483363,288045,6681
483363,96687,6681
483471,194831,12994
483471,194831,4684
483471,194831,8666
483743,75961,4788
484064,17108,12144
484291,259669,9417
484451,41007,9859
484459,430267,9898
484584,158912,14967
484641,448220,15965
484641,448972,5912
484875,437715,6606
485161,214630,9051
485368,279457,15479
485368,446820,15479
485368,457338,15479
485680,138427,13180
485689,36166,15449
485689,36166,8563
485689,78523,12740
485699,161205,16513
485795,39727,16044
485795,413037,16044
485812,203594,14750
485995,363111,10060
486312,228882,13923
486312,441653,3256
486346,112782,4015
486538,100199,3494
486681,116631,9778
486906,269811,11025
486983,100393,10101
487062,400059,13278
487295,262923,17102
487536,210223,11397
487541,241555,430
487568,389135,6791
487723,448336,11758
487926,166591,15754
487926,48009,15754
488020,235018,5618
488020,57267,5618
488277,221317,3658
488322,20444,9109
488322,263008,9109
488322,75032,9109
488343,139638,17423
488462,461686,14570
488490,259970,2638
488712,428232,10217
488723,255344,4591
488858,253615,13979
488858,253615,4647
488858,344723,4647
488858,415597,15130
488858,455745,13979
489033,287090,8867
489217,454784,12552
489659,159780,17241
490113,9014,4421
490177,30336,2736
490223,123032,11503
490223,123032,5620
490604,128581,5544
490684,165169,11200
490755,31230,12586
490761,16910,3418
490761,186491,3418
490761,50221,3418
490857,99911,4140
490916,136682,4451
491108,275625,11619
491108,379953,11619
491192,418560,6349
491245,386160,3950
491280,430537,10626
491323,117659,5815
491323,286044,5815
491610,214654,17537
491657,417927,14335
491737,77573,5197
491895,416017,1825
491908,150877,5962
491908,181315,5962
491949,307588,12379
491961,213376,13622
491961,213376,7554
492191,79378,6957
492384,229388,4442
492404,98051,9101
492432,382419,11975
492470,161623,13001
492796,305588,281
492796,92466,281
492800,212438,1354
492867,448453,13999
492867,448453,9878
493111,22436,17604
493156,227978,1830
493213,232780,12423
493231,206365,12101
493239,44045,11080
493320,379520,326
493601,183313,11463
493613,309005,5085
493708,10572,4360
493708,20918,4360
493930,246532,10720
494059,100188,12497
494059,1562,12497
494059,290999,5922
494239,177179,15371
494335,460553,16586
494369,289633,15721
494396,80858,3264
494464,10034,4542
494464,372169,4542
494576,398489,2015
494643,451553,6440
494728,222642,12447
494791,312728,3740
495095,276494,6661
495139,298560,9033
495152,104469,2190
495152,259474,2190
495385,260609,9647
495597,438322,14791
495782,201499,15735
496310,465522,7841
496313,361805,2584
496425,283115,14803
496489,52039,5644
496628,304113,10557
496689,466301,8739
496796,374996,17541
496986,310944,447
497100,170262,4769
497100,377981,4769
497100,446067,4769
497100,85914,4769
497167,80502,6915
497167,80502,8915
497270,46232,13995
497351,219749,7997
497371,13188,3263
497371,192043,3263
497371,289006,3263
497371,422376,3263
497371,447067,3263
497371,459319,3263
497371,461686,3263
497371,63406,3263
497371,75392,3263
497449,315543,2945
497546,278319,6072
497546,287504,6072
497721,87856,6297
497761,187934,13792
497761,456056,13792
497789,322577,16264
497826,380493,14914
497827,3383,12084
497827,379953,12084
497935,416187,2100
497935,434273,2100
497935,4887,2100
497935,63975,2100
498134,73617,13768
498136,114671,11530
498136,334401,11530
498233,221317,4661
498259,115182,8176
498381,407078,1770
498657,278216,992
498856,113635,8006
498856,215172,5938
498856,92466,16122
499155,267061,10817
499246,333428,2242
499246,452194,11227
499382,393028,13513
499686,113802,13138
499686,18849,13138
499686,264993,13138
499686,436577,13138
499745,367395,14763
499833,152236,7919
499910,16417,14542
500008,310206,11750
500130,216266,6750
500130,258613,6750
500130,301721,6750
500130,369158,6750
500167,183376,6680
500412,161354,9463
501099,123664,4376
501184,125925,16943
501184,209184,16943
501189,362634,14656
501391,227211,4662
501429,303178,984
501594,400533,11406
501814,331514,7750
501814,404264,7750
501814,438283,7750
502083,279052,7022
502170,318274,5303
502189,133907,12713
502189,338543,16199
502189,98807,14525
502408,461686,7391
502408,93092,7391
502586,132683,7343
502593,129672,7684
502646,148484,4817
502658,216008,16804
502778,167051,16837
502778,189444,16837
502892,248870,16177
502974,82278,8681
503040,296884,17247
503136,244541,10957
503405,137530,15630
503427,30155,1203
503469,254432,12285
503489,54566,13348
503511,127879,12652
503542,454818,15472
503587,382946,13735
503671,382885,159
503691,329408,17414
503800,336759,372
503857,111530,15071
503857,184716,3844
503857,216271,10054
503857,224464,13027
503857,224614,4324
503857,236814,10703
503857,236814,9206
503857,244838,16642
503857,247376,8518
503857,260194,6124
503857,262297,11124
503857,288418,14197
503857,336760,15030
503857,36864,8263
503857,372188,17112
503857,420960,15777
503857,432992,14949
503857,439194,11430
503857,460553,12997
